student_id,semester,attendance_percentage,internal_marks,assignment_marks,study_hours_per_day,previous_sgpa,backlogs,lab_performance,participation,final_sgpa,performance
VTU59252,4,70.4,48.0,31.2,4.7,7.28,0,60.4,86.5,8.41,Good
VTU45202,8,87.2,22.5,28.9,3.4,8.1,1,83.8,69.1,6.88,Good
VTU71187,3,42.1,19.5,15.9,1.5,5.57,4,38.8,18.3,4.36,Poor
VTU83169,1,60.7,18.4,14.4,1.0,6.11,2,47.6,37.1,4.97,Poor
VTU01379,3,59.2,36.3,14.9,3.9,5.93,2,46.6,47.1,6.34,Average
VTU05623,5,56.1,23.8,22.3,2.0,6.65,0,77.2,18.0,5.81,Average
VTU29864,7,75.7,30.5,34.4,2.6,5.35,0,48.4,45.6,5.58,Average
VTU02882,8,44.9,25.9,18.3,1.7,5.23,5,57.8,40.1,5.69,Average
VTU83598,3,52.9,16.5,16.9,3.4,5.12,0,53.9,29.7,4.53,Poor
VTU87981,8,59.0,24.3,13.5,3.4,4.63,3,42.9,45.2,5.57,Poor
VTU00902,7,61.3,23.4,22.6,4.3,4.78,0,61.3,57.7,5.53,Average
VTU84518,4,46.5,15.3,18.8,3.3,3.47,2,46.3,46.8,4.46,Poor
VTU51449,1,73.9,32.4,28.9,3.6,5.63,0,91.2,60.3,7.16,Good
VTU74025,3,46.2,11.5,13.4,3.5,3.81,4,51.4,40.1,5.1,Poor
VTU61498,2,73.2,34.2,26.5,7.5,7.12,0,57.7,44.9,6.47,Good
VTU30233,6,75.0,25.5,22.6,3.6,7.29,3,80.4,65.4,6.21,Average
VTU51138,6,82.2,29.8,20.7,6.5,8.24,0,73.4,61.9,6.82,Good
VTU23465,7,64.3,34.3,19.4,1.8,5.77,4,53.2,55.6,6.73,Average
VTU73756,1,45.0,24.8,10.2,1.7,4.54,4,45.1,40.4,5.25,Poor
VTU67164,3,71.6,32.9,20.7,5.4,7.63,0,73.7,77.5,7.59,Good
VTU06773,3,43.9,25.1,34.5,1.6,5.08,0,36.5,67.0,6.35,Average
VTU12022,1,70.0,22.1,14.0,2.8,5.71,1,47.1,44.2,6.28,Average
VTU47205,3,76.1,39.9,31.4,4.0,7.66,2,76.9,62.2,7.49,Good
VTU61076,2,82.8,30.1,19.6,7.6,6.63,0,64.9,83.4,7.61,Good
VTU14679,6,76.1,22.7,27.7,2.6,5.59,0,69.0,43.7,4.83,Average
VTU76977,5,57.8,18.7,30.5,1.1,4.98,7,47.2,33.6,3.48,Poor
VTU79437,1,40.8,27.6,13.7,0.3,3.88,5,36.2,26.4,4.12,Poor
VTU48941,6,84.3,37.0,33.1,4.3,7.21,1,82.0,90.3,8.47,Good
VTU02160,7,70.3,26.9,23.0,1.8,5.89,1,64.9,18.0,5.32,Average
VTU40026,1,94.3,30.5,41.7,4.7,6.29,1,87.9,58.0,7.92,Good
VTU68117,7,66.4,38.5,16.9,7.0,7.51,0,94.9,63.2,6.71,Good
VTU40735,7,91.2,38.9,29.2,3.9,7.13,0,88.3,52.2,7.72,Good
VTU81721,8,55.8,10.5,17.1,2.8,4.91,4,63.7,40.6,4.02,Poor
VTU34925,5,64.4,37.3,26.9,4.1,6.64,1,64.5,44.5,6.17,Average
VTU69877,2,72.7,35.2,31.0,5.4,7.7,0,72.9,54.5,7.01,Good
VTU96014,6,86.6,40.1,41.7,4.4,6.99,0,77.7,67.4,9.78,Excellent
VTU84308,4,46.8,11.8,14.0,1.2,5.41,1,42.2,30.2,3.71,Poor
VTU46512,8,84.5,34.8,17.1,1.2,7.7,0,83.5,59.0,6.7,Good
VTU01074,6,52.8,28.1,28.0,0.8,6.17,3,68.2,49.2,5.4,Average
VTU21639,5,72.0,26.1,28.3,2.4,4.87,2,53.9,60.5,6.34,Average
VTU17066,4,74.4,21.3,18.9,2.9,6.64,1,65.3,32.3,6.54,Average
VTU62767,8,72.4,29.1,33.4,5.1,7.06,0,80.1,71.0,7.01,Good
VTU03160,7,68.0,28.7,14.0,2.0,5.85,0,49.0,70.8,6.19,Average
VTU21293,2,67.3,40.6,28.9,4.7,6.91,0,42.3,54.3,5.88,Average
VTU34651,3,83.4,23.7,10.8,0.7,6.69,0,62.2,69.1,5.5,Average
VTU21399,7,85.6,20.0,25.9,2.0,5.65,0,54.8,18.0,6.12,Average
VTU83861,5,21.0,15.2,23.4,3.0,4.93,6,30.2,13.9,5.68,Poor
VTU85217,2,57.9,10.8,18.6,1.6,5.45,4,42.3,35.0,4.42,Poor
VTU05975,7,69.2,19.5,30.2,3.1,6.83,0,57.9,55.7,6.73,Average
VTU03730,6,43.0,23.6,22.0,5.6,5.69,1,64.8,52.2,6.85,Average
VTU00491,1,64.9,29.8,25.7,0.6,5.17,2,72.4,64.7,6.15,Average
VTU22093,7,56.7,13.7,17.7,1.7,5.67,2,60.6,37.1,6.87,Average
VTU01376,2,63.0,21.0,31.4,2.5,6.19,3,62.3,39.1,6.51,Average
VTU49003,5,70.3,40.5,27.9,2.4,6.53,0,92.7,79.3,7.98,Good
VTU31659,1,71.6,18.3,22.7,3.0,6.07,2,46.5,41.6,6.51,Average
VTU60759,7,94.7,34.0,12.0,3.7,8.01,0,67.1,53.8,8.69,Good
VTU17011,2,61.0,26.7,24.8,4.3,5.38,1,64.8,69.9,7.0,Average
VTU04759,3,58.7,25.4,17.0,2.1,6.55,0,74.4,48.2,6.33,Average
VTU30342,6,58.3,20.1,32.2,3.2,5.63,3,77.6,60.2,5.64,Average
VTU10305,8,67.3,35.1,28.1,6.9,4.54,0,58.9,59.6,5.64,Average
VTU71577,7,45.1,25.3,18.0,3.1,4.8,2,52.0,49.2,4.16,Poor
VTU28757,3,52.3,31.8,21.0,2.9,5.47,0,80.0,45.7,5.83,Average
VTU02842,2,50.6,28.2,22.3,3.3,5.97,1,58.6,33.7,6.08,Average
VTU51414,3,73.8,34.8,35.8,4.4,6.44,1,77.9,65.7,6.68,Good
VTU42423,6,90.1,30.5,34.4,4.0,5.92,0,69.9,74.6,6.87,Good
VTU63724,5,76.4,45.0,30.6,5.2,6.18,2,71.3,70.0,7.17,Good
VTU02888,5,78.2,22.3,31.0,0.6,6.25,0,66.3,45.3,6.65,Average
VTU60974,5,64.9,33.2,40.4,1.2,6.64,3,74.9,70.2,8.16,Good
VTU08877,5,62.4,29.9,37.9,3.3,6.26,2,77.5,70.9,5.99,Average
VTU20924,2,65.0,22.8,13.1,2.8,7.49,1,67.1,34.6,5.59,Average
VTU45040,5,84.6,32.6,32.2,3.6,8.52,0,83.4,41.6,6.78,Good
VTU88604,4,88.9,46.4,45.7,5.9,7.51,0,94.4,80.3,8.19,Excellent
VTU14998,4,77.5,24.3,28.7,1.5,6.31,2,79.9,44.7,6.11,Average
VTU22838,6,80.5,21.1,32.0,4.4,6.57,3,66.4,33.3,5.87,Average
VTU41980,8,90.9,30.3,27.0,5.7,7.58,1,79.7,70.0,6.66,Good
VTU83287,6,48.6,18.0,9.5,2.8,4.35,2,65.9,19.1,4.97,Poor
VTU81534,5,40.3,17.7,13.7,0.8,3.99,6,70.2,26.3,5.15,Poor
VTU45350,2,91.8,30.8,26.4,4.5,6.73,0,61.0,73.1,6.13,Good
VTU19024,7,69.8,40.1,17.9,0.6,6.35,3,71.4,42.5,6.33,Average
VTU83112,7,48.8,20.1,23.2,0.4,5.75,2,45.2,26.2,4.95,Poor
VTU71139,4,43.0,19.1,3.3,2.3,4.77,4,52.4,48.1,4.22,Poor
VTU13922,2,68.1,27.0,22.9,4.4,6.25,1,69.9,42.6,6.47,Average
VTU05731,8,63.6,40.6,6.7,2.8,5.01,2,55.2,49.3,6.06,Average
VTU14746,1,66.0,37.3,22.4,5.3,5.68,2,58.6,51.4,4.99,Average
VTU56357,7,84.4,30.9,31.8,6.6,7.71,1,76.9,63.1,7.34,Good
VTU70833,4,47.6,21.0,12.5,1.4,4.87,0,42.4,17.3,3.97,Poor
VTU52350,7,80.0,42.6,33.6,7.6,7.45,1,71.5,81.5,7.73,Good
VTU45748,4,80.8,29.7,32.1,5.7,6.78,0,78.3,79.7,6.6,Good
VTU13852,4,63.0,25.1,22.4,2.8,6.08,2,74.6,53.3,5.52,Average
VTU02963,2,60.0,27.3,33.9,1.5,6.29,1,64.7,63.1,6.8,Average
VTU83233,5,42.3,15.6,2.1,1.2,4.94,1,66.9,39.7,3.06,Poor
VTU90811,8,91.0,48.6,40.6,5.6,9.46,0,87.6,85.4,8.18,Excellent
VTU28380,3,62.9,27.9,29.6,4.0,4.2,2,64.2,71.4,5.74,Average
VTU20919,5,64.6,33.9,32.3,2.0,6.56,1,81.2,46.4,6.57,Average
VTU55372,8,82.8,29.4,27.3,2.4,7.3,0,69.6,57.2,6.75,Good
VTU44307,2,83.2,36.2,37.4,5.7,6.0,0,95.0,65.1,6.22,Good
VTU56760,6,97.0,36.9,20.1,4.7,8.06,2,77.4,61.1,6.0,Good
VTU61079,7,83.9,27.8,39.5,4.6,6.66,0,72.3,74.5,7.63,Good
VTU06870,8,52.4,14.0,21.8,3.2,5.76,0,42.9,48.0,6.37,Average
VTU43895,5,81.3,40.1,23.2,1.2,6.53,2,83.6,76.8,6.96,Good
VTU21043,8,59.7,21.5,21.9,4.1,6.54,1,78.3,78.6,5.77,Average
VTU45761,2,91.5,37.6,21.5,3.9,7.4,1,66.5,55.3,7.93,Good
VTU43241,4,79.5,37.3,27.9,3.9,7.54,1,71.3,78.5,7.85,Good
VTU09944,4,82.4,37.8,33.2,3.9,6.87,2,68.1,54.9,5.8,Average
VTU75180,1,58.0,14.9,2.6,1.8,3.63,3,56.1,33.5,5.51,Poor
VTU80429,7,42.4,13.4,15.9,1.6,4.32,1,63.0,55.0,4.48,Poor
VTU29710,7,68.1,24.5,25.9,6.1,5.11,1,64.9,49.4,5.94,Average
VTU39662,3,67.4,29.4,26.6,4.0,6.85,1,64.5,86.4,7.33,Good
VTU39450,1,76.7,27.1,27.6,8.0,7.2,0,65.5,62.7,7.55,Good
VTU38197,3,68.4,34.2,45.4,4.2,6.08,0,91.6,66.6,7.35,Good
VTU09191,1,56.1,15.2,33.5,2.5,6.42,5,55.8,50.5,6.8,Average
VTU21651,6,57.6,17.2,20.9,2.1,5.65,4,56.1,48.7,6.36,Average
VTU69323,4,75.6,43.7,30.9,3.7,6.87,0,62.0,59.4,7.46,Good
VTU39885,3,85.3,23.7,29.2,3.5,8.36,1,76.3,62.3,6.68,Good
VTU49647,8,87.3,35.7,36.6,7.4,6.02,1,74.2,54.3,6.38,Good
VTU70220,4,42.0,12.6,13.7,1.5,4.1,7,35.4,21.6,5.33,Poor
VTU42815,4,76.5,28.7,37.9,2.1,7.09,0,82.4,59.5,6.75,Good
VTU69807,4,86.3,30.6,34.5,4.3,6.2,3,70.6,71.0,7.32,Good
VTU85962,8,52.5,17.7,14.0,2.3,5.72,1,38.2,33.8,5.23,Poor
VTU84818,4,46.8,4.5,9.6,2.4,3.99,2,51.4,43.5,3.9,Poor
VTU98334,3,81.9,45.7,35.3,6.8,8.5,0,77.4,80.0,9.08,Excellent
VTU94810,5,82.5,41.0,34.1,7.4,7.41,0,87.9,63.8,9.15,Excellent
VTU45204,1,72.2,39.2,27.3,4.1,6.45,1,81.3,51.8,7.1,Good
VTU48665,5,84.7,36.6,20.3,2.6,7.53,0,78.3,80.9,7.48,Good
VTU40645,5,73.8,33.3,20.9,3.5,7.4,0,64.3,57.1,8.04,Good
VTU68877,8,66.7,37.6,35.5,6.9,7.6,0,65.7,76.3,7.23,Good
VTU92589,4,100.0,39.7,27.0,8.3,7.35,0,85.4,88.9,8.61,Excellent
VTU84574,6,50.9,14.8,14.5,3.0,4.42,1,37.3,24.9,5.02,Poor
VTU32231,5,76.7,34.9,9.9,3.3,7.23,0,66.5,51.7,5.77,Average
VTU79824,2,37.1,17.5,9.3,2.2,3.78,5,34.9,4.5,3.52,Poor
VTU67568,4,83.6,35.7,30.0,6.1,6.14,2,66.4,87.9,7.67,Good
VTU21474,6,63.5,22.0,25.4,3.6,6.05,0,58.1,49.3,5.52,Average
VTU62713,4,76.8,38.5,35.4,3.0,5.5,1,69.6,76.2,7.96,Good
VTU82734,6,57.0,15.7,14.1,3.2,5.93,2,40.9,27.5,4.6,Poor
VTU07236,1,77.2,28.6,16.8,3.4,5.59,1,65.3,34.7,4.93,Average
VTU59873,3,74.1,39.3,17.8,5.2,7.73,0,74.3,56.5,8.2,Good
VTU78292,4,56.8,11.2,23.2,1.0,5.37,3,60.9,44.7,5.11,Poor
VTU80864,1,48.8,21.1,11.8,0.5,4.3,2,48.6,23.1,4.71,Poor
VTU30952,4,71.8,28.9,27.4,2.6,4.4,2,47.5,85.0,6.01,Average
VTU55433,8,65.7,40.7,27.6,6.0,6.45,0,87.4,64.5,7.1,Good
VTU86127,7,63.4,8.5,24.6,1.3,3.66,4,53.7,30.4,4.6,Poor
VTU46752,3,79.1,37.7,33.4,3.3,7.74,1,67.1,65.6,6.54,Good
VTU01080,4,73.1,25.2,18.6,1.7,5.39,3,60.3,38.7,6.58,Average
VTU18611,3,59.3,16.4,27.4,2.5,6.59,4,66.9,55.5,5.5,Average
VTU50495,8,69.3,28.9,35.2,3.9,6.51,1,67.4,71.9,6.87,Good
VTU28092,3,68.8,10.9,23.9,4.5,5.53,1,56.0,44.1,5.92,Average
VTU27282,6,56.9,26.8,22.3,3.6,4.91,3,63.9,44.2,5.04,Average
VTU50972,7,69.1,31.0,30.3,4.8,5.63,0,66.3,48.7,7.23,Good
VTU59214,1,72.6,34.5,35.0,5.2,6.82,0,76.9,71.8,7.75,Good
VTU65067,4,97.0,33.0,29.7,1.4,5.72,0,68.9,80.6,7.11,Good
VTU52414,3,72.9,29.6,25.5,3.3,7.3,0,74.3,72.7,7.07,Good
VTU38418,5,85.7,25.9,14.9,1.5,7.78,1,81.4,60.8,6.7,Good
VTU27673,7,69.8,21.1,25.1,3.8,5.73,2,62.6,39.7,6.21,Average
VTU26027,6,71.2,31.7,21.4,1.9,5.92,3,71.3,55.8,5.83,Average
VTU79855,8,56.4,18.0,14.1,3.3,3.03,1,58.5,45.2,5.2,Poor
VTU14507,1,66.6,24.2,21.0,6.1,5.58,2,78.3,85.0,5.84,Average
VTU68473,8,74.6,32.5,44.0,2.7,6.67,1,84.0,48.9,7.88,Good
VTU69454,5,73.7,33.1,24.3,5.3,6.74,0,67.7,81.4,8.7,Good
VTU30064,1,70.9,35.5,22.1,1.3,6.26,4,74.0,63.4,5.95,Average
VTU58862,1,81.5,22.1,38.1,2.1,7.28,1,74.2,87.5,6.68,Good
VTU26300,6,61.3,31.3,35.9,5.2,6.84,4,63.3,68.7,5.81,Average
VTU33074,7,54.6,25.8,23.1,0.6,5.57,0,67.9,33.1,6.09,Average
VTU36825,8,77.1,27.1,13.5,1.9,5.29,3,62.3,60.4,5.51,Average
VTU52152,6,69.4,25.2,32.8,9.1,6.99,1,84.6,64.2,7.38,Good
VTU09838,8,76.1,13.4,31.6,2.8,4.75,0,83.4,55.4,6.55,Average
VTU50384,4,85.6,48.0,35.6,1.9,8.38,3,83.1,77.8,8.6,Good
VTU75243,8,65.1,23.4,12.3,1.2,3.92,0,41.2,39.1,4.19,Poor
VTU35082,4,57.9,24.9,24.5,2.7,6.14,1,61.8,46.6,6.68,Average
VTU91564,6,86.4,43.3,34.4,11.0,8.9,0,94.2,78.9,8.9,Excellent
VTU14309,8,56.8,37.8,23.9,3.2,4.41,3,85.8,37.0,6.45,Average
VTU44440,4,67.6,44.5,32.3,3.1,6.87,1,87.7,71.8,7.78,Good
VTU19881,4,65.0,30.2,13.2,2.6,5.82,3,61.2,53.8,4.8,Average
VTU53474,4,75.0,29.6,38.6,5.7,6.98,0,78.1,71.5,6.41,Good
VTU41799,2,91.3,41.8,27.2,5.4,5.97,1,60.4,67.7,7.54,Good
VTU67599,7,74.6,28.6,37.1,4.5,6.93,1,80.4,53.1,8.26,Good
VTU06471,7,65.4,29.7,26.0,4.2,6.28,4,77.4,41.5,6.02,Average
VTU82937,6,53.4,15.5,8.6,1.0,5.34,3,25.8,34.7,4.5,Poor
VTU65525,3,74.4,31.6,35.9,2.9,8.05,1,81.0,46.0,7.53,Good
VTU56653,6,60.6,35.8,32.3,3.4,5.64,1,74.5,68.0,7.83,Good
VTU72014,6,48.9,28.0,19.4,2.9,4.73,4,56.5,22.7,4.48,Poor
VTU53052,3,63.5,31.3,28.7,6.0,5.73,2,80.8,62.9,7.55,Good
VTU52720,8,76.8,24.3,29.0,5.5,6.25,1,63.3,54.3,6.83,Good
VTU60611,7,89.2,33.9,21.8,3.8,6.62,0,77.3,58.4,7.24,Good
VTU38221,7,88.0,32.5,38.3,6.5,5.74,2,71.7,47.2,6.35,Good
VTU11280,8,55.7,32.0,28.4,0.6,6.06,3,55.1,42.9,5.95,Average
VTU57175,1,83.6,33.9,36.9,2.3,6.66,0,72.8,76.2,7.94,Good
VTU29832,3,64.5,35.9,25.0,4.7,6.68,1,70.5,48.5,6.76,Average
VTU82477,3,46.8,16.6,28.7,2.5,3.58,7,39.1,41.3,3.71,Poor
VTU42675,5,78.0,28.1,32.5,3.9,8.31,3,67.5,84.8,6.9,Good
VTU99852,8,86.0,35.1,43.4,7.6,9.47,0,100.0,64.7,8.27,Excellent
VTU37039,2,55.2,23.8,22.2,1.3,5.94,0,71.1,51.6,5.39,Average
VTU08532,8,51.3,28.8,24.9,2.7,7.1,3,56.4,49.5,6.67,Average
VTU43130,8,90.2,42.7,28.9,4.4,7.92,2,76.7,60.5,6.88,Good
VTU20471,4,77.0,32.2,23.5,3.8,5.4,0,82.6,66.4,5.46,Average
VTU88584,4,97.8,42.5,41.2,6.2,7.91,0,77.2,70.8,8.67,Excellent
VTU09096,2,66.5,25.5,19.3,2.3,5.96,2,75.7,47.0,6.24,Average
VTU85059,6,49.3,19.2,7.2,1.0,5.57,6,60.0,39.7,3.83,Poor
VTU76947,6,55.4,12.4,14.1,2.2,4.74,0,73.5,36.8,3.84,Poor
VTU82509,7,47.8,19.6,12.3,2.2,4.41,3,45.6,31.8,5.54,Poor
VTU36134,5,60.0,25.1,27.9,5.3,5.99,0,81.0,59.4,5.28,Average
VTU05516,2,50.6,35.8,32.1,3.9,5.02,1,51.6,66.0,6.08,Average
VTU11782,5,59.2,30.6,30.9,3.3,5.5,3,63.8,55.3,6.46,Average
VTU73763,7,59.0,9.1,11.1,0.1,5.33,0,64.3,24.2,4.35,Poor
VTU80847,3,23.3,19.9,6.0,0.2,3.91,0,36.8,43.4,4.51,Poor
VTU90141,1,71.8,41.9,34.0,7.1,7.2,1,78.0,77.0,7.77,Excellent
VTU62218,1,71.4,38.4,30.4,5.9,6.49,0,63.7,91.7,7.15,Good
VTU93995,8,88.3,46.3,33.8,5.6,8.22,1,87.1,61.9,8.84,Excellent
VTU71043,5,47.4,26.0,8.3,3.5,3.66,4,50.4,27.6,4.76,Poor
VTU26479,2,78.0,31.6,22.8,3.3,4.56,5,61.9,24.8,5.25,Average
VTU51323,4,70.6,25.4,19.5,5.7,6.28,1,75.3,56.7,6.65,Good
VTU00925,5,76.4,19.3,23.6,2.0,6.39,0,66.6,56.5,6.68,Average
VTU77607,1,47.7,9.9,16.1,3.0,3.81,0,52.2,22.3,4.78,Poor
VTU77243,7,53.4,14.0,13.6,0.0,3.4,1,59.1,57.1,6.0,Poor
VTU35893,2,55.5,30.1,27.9,5.5,6.1,2,60.4,71.9,5.46,Average
VTU87594,7,41.1,8.7,15.4,3.4,4.63,1,47.6,38.3,4.22,Poor
VTU84695,6,50.4,13.3,12.9,2.7,4.94,1,61.2,41.3,4.0,Poor
VTU72096,2,65.2,11.7,11.7,0.7,4.12,0,53.1,38.0,4.14,Poor
VTU57609,7,77.6,33.9,35.9,5.5,6.5,0,77.8,72.1,7.78,Good
VTU12721,3,52.1,21.4,25.5,5.4,6.53,0,55.9,34.3,5.91,Average
VTU42615,4,86.5,39.5,39.5,4.0,7.7,0,76.7,58.6,6.72,Good
VTU96605,1,74.7,34.5,34.6,7.7,7.64,0,85.8,92.0,8.8,Excellent
VTU75164,4,50.3,24.7,6.8,2.9,4.13,4,66.6,23.4,4.58,Poor
VTU71335,8,35.8,17.6,6.2,0.4,4.6,3,51.4,30.2,4.59,Poor
VTU28558,4,64.1,26.2,24.6,5.3,5.16,0,64.2,37.0,6.79,Average
VTU87903,2,49.8,18.1,29.3,0.1,4.96,1,48.5,24.0,4.43,Poor
VTU75319,1,59.4,24.3,18.7,2.5,4.43,1,46.2,37.0,5.12,Poor
VTU44117,5,70.4,36.5,20.4,4.5,7.5,1,87.1,61.4,7.68,Good
VTU93369,3,96.6,48.4,42.7,9.7,7.69,1,91.6,81.2,8.49,Excellent
VTU94360,3,90.8,37.3,44.8,9.0,9.4,2,91.3,76.1,9.55,Excellent
VTU52249,2,75.5,31.1,35.5,1.9,7.96,1,86.3,58.4,7.12,Good
VTU91562,6,84.9,43.2,32.5,6.5,10.0,0,75.2,85.9,9.76,Excellent
VTU84102,3,55.8,26.3,14.3,2.2,5.16,1,50.0,53.6,4.56,Poor
VTU61823,8,60.2,48.0,34.1,3.2,6.74,0,70.7,57.3,8.43,Good
VTU19628,7,64.3,34.7,21.9,4.9,7.13,2,75.9,75.5,5.54,Average
VTU17858,2,70.2,31.4,22.5,4.3,5.72,0,75.0,37.4,5.61,Average
VTU39517,6,71.8,33.5,27.4,7.2,6.48,0,80.1,61.8,6.75,Good
VTU29794,7,66.5,29.6,25.7,4.3,4.65,2,63.4,48.4,6.76,Average
VTU96229,4,99.3,42.1,35.0,6.6,8.29,0,89.8,84.3,8.53,Excellent
VTU27844,3,51.8,18.7,19.2,2.7,5.46,0,78.0,40.6,6.51,Average
VTU78546,4,47.8,12.0,18.9,4.0,5.1,4,74.0,24.1,4.92,Poor
VTU41851,3,81.7,35.9,37.5,6.9,7.17,0,71.8,46.2,7.37,Good
VTU70212,3,45.1,10.7,9.3,1.0,4.87,2,56.8,29.1,4.57,Poor
VTU93744,7,86.6,36.2,42.2,9.0,8.93,0,81.4,73.2,8.77,Excellent
VTU81503,3,48.1,16.6,16.4,3.0,3.81,1,43.5,31.2,5.71,Poor
VTU63852,1,79.8,42.4,34.5,5.5,6.59,0,74.3,77.2,7.39,Good
VTU49057,6,54.2,28.6,24.2,4.7,5.5,2,58.9,68.5,8.7,Good
VTU91322,8,90.5,37.6,37.9,6.2,8.49,0,83.1,87.5,8.03,Excellent
VTU26348,5,65.3,30.6,14.2,3.5,6.57,4,65.0,50.7,4.8,Average
VTU48850,7,82.6,35.6,33.4,5.0,8.12,0,89.0,60.1,7.0,Good
VTU58503,2,79.1,43.5,28.2,4.9,6.51,1,80.7,68.2,6.76,Good
VTU18691,5,57.6,31.0,21.0,3.0,5.84,1,65.9,33.9,5.32,Average
VTU90386,4,88.6,32.0,41.8,8.9,8.5,0,89.9,82.9,9.46,Excellent
VTU16556,7,68.5,25.2,21.8,3.8,4.68,1,66.1,55.0,5.79,Average
VTU03957,3,64.1,29.1,22.3,2.3,6.09,1,49.3,56.5,5.61,Average
VTU05607,4,52.9,18.4,23.4,2.8,5.44,0,59.1,43.0,5.78,Average
VTU22196,3,61.3,23.7,28.2,2.6,4.71,1,65.0,54.5,6.08,Average
VTU24847,4,80.6,20.6,17.7,1.3,5.47,1,70.1,41.0,6.85,Average
VTU44149,7,72.3,34.6,39.0,6.0,7.45,0,66.9,68.2,7.75,Good
VTU34494,8,55.9,24.7,22.5,3.8,6.47,1,64.5,57.0,5.06,Average
VTU01185,5,55.6,40.4,24.9,4.3,6.24,2,64.3,53.2,4.97,Average
VTU26141,5,52.3,27.6,26.6,2.7,5.19,0,63.5,45.7,5.66,Average
VTU49557,8,91.9,44.3,32.6,5.1,7.8,0,75.8,55.1,7.7,Good
VTU93930,3,77.8,42.6,48.9,8.0,8.53,0,70.0,82.3,8.37,Excellent
VTU33673,1,53.6,36.7,23.2,3.7,5.4,0,69.6,36.6,5.59,Average
VTU85415,5,59.3,18.6,8.9,2.6,3.66,6,49.5,52.3,4.93,Poor
VTU08347,6,61.4,24.9,23.9,3.5,5.31,1,67.1,55.4,5.77,Average
VTU50014,5,78.6,33.4,37.0,5.1,7.1,2,94.3,62.0,6.91,Good
VTU07798,7,62.0,28.4,26.9,3.6,5.2,2,58.0,45.8,6.37,Average
VTU26124,7,79.9,31.3,21.9,2.9,5.11,1,63.8,24.3,6.65,Average
VTU56549,1,69.3,24.3,40.6,5.3,7.02,0,78.0,54.7,6.68,Good
VTU06090,6,64.6,24.7,32.2,2.0,5.47,0,58.3,53.2,5.29,Average
VTU67617,7,73.0,28.7,24.6,4.0,7.8,2,84.9,58.1,6.71,Good
VTU65450,3,78.4,27.1,41.4,4.3,7.53,0,78.1,52.4,7.95,Good
VTU40697,6,66.4,41.7,47.6,2.5,8.03,2,75.4,60.3,7.02,Good
VTU07934,4,77.9,22.1,25.5,2.9,6.76,0,61.0,63.2,5.94,Average
VTU76383,7,59.7,7.6,17.5,0.2,4.77,8,47.7,17.0,3.81,Poor
VTU77714,5,59.8,8.5,15.8,1.3,5.01,3,71.5,30.1,2.93,Poor
VTU74853,5,50.0,17.3,4.7,1.3,3.28,2,54.4,18.3,4.09,Poor
VTU24595,2,61.4,27.3,21.7,2.2,6.55,3,75.5,58.5,6.67,Average
VTU77464,6,62.1,24.7,10.1,1.5,4.83,1,40.2,26.0,4.74,Poor
VTU09928,7,62.8,25.4,31.1,1.7,6.69,1,43.4,47.7,6.55,Average
VTU07212,5,61.4,26.4,31.2,3.0,6.71,1,64.6,38.3,5.86,Average
VTU86598,8,48.2,25.8,15.2,4.0,5.73,6,63.1,42.8,4.61,Poor
VTU06534,8,76.9,28.9,17.9,3.4,6.95,4,66.0,58.0,5.54,Average
VTU05210,4,65.6,23.5,23.8,2.4,6.13,0,56.3,56.9,6.84,Average
VTU75610,7,64.1,19.2,16.4,2.1,3.11,3,48.5,27.2,5.21,Poor
VTU49594,7,79.8,30.4,32.6,6.7,5.83,0,73.8,45.4,7.11,Good
VTU43391,3,87.0,32.0,32.7,3.7,8.37,1,67.9,64.4,7.56,Good
VTU73985,4,75.1,22.6,31.4,1.3,5.47,8,60.8,39.4,3.86,Poor
VTU28927,7,67.1,22.2,14.8,1.2,6.04,1,64.0,61.6,6.46,Average
VTU00693,8,54.7,31.8,27.1,0.6,5.1,4,51.0,38.9,6.73,Average
VTU39134,6,66.2,31.5,35.6,6.0,7.27,1,91.7,65.4,7.26,Good
VTU96881,1,88.0,47.3,39.3,7.3,8.34,1,84.3,90.0,7.5,Excellent
VTU07371,5,67.0,30.2,16.1,4.1,4.62,0,59.9,45.1,6.08,Average
VTU34070,3,47.7,30.0,20.1,4.4,5.18,1,52.6,46.3,5.97,Average
VTU73374,1,53.2,15.8,19.9,4.0,5.08,3,57.5,45.9,4.35,Poor
VTU36484,5,75.0,25.5,25.0,4.5,5.83,2,70.9,70.5,5.74,Average
VTU81385,7,47.6,20.8,14.9,1.9,5.11,4,50.4,13.5,5.37,Poor
VTU64551,6,76.9,35.6,28.0,6.7,5.8,0,85.2,59.2,6.76,Good
VTU24496,2,71.4,36.6,31.4,2.7,7.04,0,67.2,45.6,6.68,Average
VTU28634,8,71.5,19.6,28.3,5.1,6.24,0,58.5,62.8,6.69,Average
VTU05038,3,58.5,35.6,18.4,3.0,5.97,0,82.1,48.4,6.54,Average
VTU52775,7,86.6,36.7,25.2,4.4,6.92,2,72.4,78.5,7.34,Good
VTU79377,1,78.0,9.1,13.9,2.4,2.52,8,54.0,55.6,4.15,Poor
VTU86437,4,43.0,18.0,22.8,2.0,4.0,5,28.5,39.5,4.62,Poor
VTU30980,1,64.6,18.5,20.4,2.7,5.3,3,76.4,71.1,5.71,Average
VTU07355,3,77.5,37.0,27.5,1.7,4.67,4,61.4,48.6,4.8,Average
